taxonKey	scientificName	acceptedTaxonKey	acceptedScientificName	numberOfOccurrences	taxonRank	taxonomicStatus	kingdom	kingdomKey	phylum	phylumKey	class	classKey	order	orderKey	family	familyKey	genus	genusKey	species	speciesKey	iucnRedListCategory
5229287	Brachyramphus perdix (Pallas, 1811)	5229287	Brachyramphus perdix (Pallas, 1811)	46	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Alcidae	2985	Brachyramphus	2481326	Brachyramphus perdix	5229287	NT
9274012	Spatula querquedula (Linnaeus, 1758)	2498083	Anas querquedula Linnaeus, 1758	176	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Anas	2498056	Anas querquedula	2498083	LC
2491678	Calcarius lapponicus (Linnaeus, 1758)	2491678	Calcarius lapponicus (Linnaeus, 1758)	4358	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Calcariidae	6101141	Calcarius	2491676	Calcarius lapponicus	2491678	LC
2494321	Coccothraustes vespertinus (W.Cooper, 1825)	2494324	Hesperiphona vespertina (W.Cooper, 1825)	8037	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Fringillidae	5242	Hesperiphona	8346747	Hesperiphona vespertina	2494324	VU
2498252	Alopochen aegyptiaca (Linnaeus, 1766)	2498252	Alopochen aegyptiaca (Linnaeus, 1766)	36	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Alopochen	2498251	Alopochen aegyptiaca	2498252	LC
2481120	Chlidonias leucopterus (Temminck, 1815)	2481120	Chlidonias leucopterus (Temminck, 1815)	25	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Laridae	9316	Chlidonias	2481118	Chlidonias leucopterus	2481120	LC
2481451	Pterodroma inexpectata (J.R.Forster, 1844)	2481451	Pterodroma inexpectata (J.R.Forster, 1844)	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Procellariiformes	7192755	Procellariidae	9339	Pterodroma	2481443	Pterodroma inexpectata	2481451	NT
9480015	Rallus elegans Audubon, 1834	9480015	Rallus elegans Audubon, 1834	10	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Gruiformes	1493	Rallidae	9342	Rallus	2474794	Rallus elegans	9480015	NT
2493890	Cistothorus platensis (Latham, 1790)	2493890	Cistothorus platensis (Latham, 1790)	773	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Troglodytidae	9355	Cistothorus	2493861	Cistothorus platensis	2493890	LC
5229693	Tyrannus savana Vieillot, 1808	5229693	Tyrannus savana Vieillot, 1808	39	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Tyrannidae	5291	Tyrannus	2483336	Tyrannus savana	5229693	LC
5229249	Sterna dougallii Montagu, 1813	5229249	Sterna dougallii Montagu, 1813	2777	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Laridae	9316	Sterna	2481227	Sterna dougallii	5229249	LC
2494360	Leucosticte tephrocotis (Swainson, 1832)	2494360	Leucosticte tephrocotis (Swainson, 1832)	45	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Fringillidae	5242	Leucosticte	2494358	Leucosticte tephrocotis	2494360	LC
5229930	Icterus parisorum Bonaparte, 1838	5229930	Icterus parisorum Bonaparte, 1838	100	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Icteridae	6176	Icterus	2484282	Icterus parisorum	5229930	LC
5232464	Branta leucopsis (Bechstein, 1803)	5232464	Branta leucopsis (Bechstein, 1803)	1020	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Branta	2498190	Branta leucopsis	5232464	LC
2484417	Dolichonyx oryzivorus (Linnaeus, 1758)	2484417	Dolichonyx oryzivorus (Linnaeus, 1758)	44264	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Icteridae	6176	Dolichonyx	2484416	Dolichonyx oryzivorus	2484417	LC
2480876	Egretta garzetta (Linnaeus, 1766)	2480876	Egretta garzetta (Linnaeus, 1766)	32	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Pelecaniformes	7190953	Ardeidae	3685	Egretta	2480872	Egretta garzetta	2480876	LC
2495696	Streptopelia decaocto (Frivaldszky, 1838)	2495696	Streptopelia decaocto (Frivaldszky, 1838)	291	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Columbiformes	1446	Columbidae	5233	Streptopelia	2495657	Streptopelia decaocto	2495696	LC
4408498	Crex crex (Linnaeus, 1758)	4408498	Crex crex (Linnaeus, 1758)	176	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Gruiformes	1493	Rallidae	9342	Crex	3242956	Crex crex	4408498	LC
2481705	Bartramia longicauda (Bechstein, 1812)	2481705	Bartramia longicauda (Bechstein, 1812)	2534	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Scolopacidae	5282	Bartramia	2481704	Bartramia longicauda	2481705	LC
5228154	Porphyrio flavirostris (Gmelin, 1789)	5228154	Porphyrio flavirostris (Gmelin, 1789)	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Gruiformes	1493	Rallidae	9342	Porphyrio	3242186	Porphyrio flavirostris	5228154	LC
6065841	Hydrocoloeus minutus (Pallas, 1776)	6065841	Hydrocoloeus minutus (Pallas, 1776)	1629	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Laridae	9316	Hydrocoloeus	4848514	Hydrocoloeus minutus	6065841	LC
7751637	Rallus crepitans Gmelin, 1789	7751637	Rallus crepitans Gmelin, 1789	9870	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Gruiformes	1493	Rallidae	9342	Rallus	2474794	Rallus crepitans	7751637	LC
8214667	Anas crecca Linnaeus, 1758	8214667	Anas crecca Linnaeus, 1758	64824	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Anas	2498056	Anas crecca	8214667	LC
2474393	Fulica americana Gmelin, 1789	2474393	Fulica americana Gmelin, 1789	63394	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Gruiformes	1493	Rallidae	9342	Fulica	2474376	Fulica americana	2474393	LC
2481163	Larus schistisagus Stejneger, 1884	2481163	Larus schistisagus Stejneger, 1884	329	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Laridae	9316	Larus	2481126	Larus schistisagus	2481163	LC
5739298	Aegolius funereus (Linnaeus, 1758)	5739298	Aegolius funereus (Linnaeus, 1758)	151	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Strigiformes	1450	Strigidae	9348	Aegolius	8095667	Aegolius funereus	5739298	LC
5231139	Zonotrichia querula (Nuttall, 1840)	5231139	Zonotrichia querula (Nuttall, 1840)	311	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Emberizidae	9608	Zonotrichia	6173226	Zonotrichia querula	5231139	NT
2478602	Sphyrapicus thyroideus (Cassin, 1852)	2478602	Sphyrapicus thyroideus (Cassin, 1852)	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Piciformes	724	Picidae	9333	Sphyrapicus	2478596	Sphyrapicus thyroideus	2478602	LC
2481746	Calidris ruficollis (Pallas, 1776)	2481746	Calidris ruficollis (Pallas, 1776)	139	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Scolopacidae	5282	Calidris	2481739	Calidris ruficollis	2481746	NT
5231646	Acanthis hornemanni (Holböll, 1843)	5231646	Acanthis hornemanni (Holböll, 1843)	674	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Fringillidae	5242	Acanthis	6782561	Acanthis hornemanni	5231646	
2484183	Euphagus cyanocephalus (Wagler, 1829)	2484183	Euphagus cyanocephalus (Wagler, 1829)	39	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Icteridae	6176	Euphagus	2484182	Euphagus cyanocephalus	2484183	LC
9606290	Meleagris gallopavo Linnaeus, 1758	9606290	Meleagris gallopavo Linnaeus, 1758	65957	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Galliformes	723	Phasianidae	9331	Meleagris	2473548	Meleagris gallopavo	9606290	LC
6065844	Leucophaeus atricilla (Linnaeus, 1758)	6065844	Leucophaeus atricilla (Linnaeus, 1758)	64988	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Laridae	9316	Leucophaeus	4352369	Leucophaeus atricilla	6065844	
2489871	Protonotaria citrea (Boddaert, 1783)	2489871	Protonotaria citrea (Boddaert, 1783)	3316	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Parulidae	5263	Protonotaria	2489870	Protonotaria citrea	2489871	LC
2487430	Vireo olivaceus (Linnaeus, 1766)	2487430	Vireo olivaceus (Linnaeus, 1766)	166858	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Vireonidae	9358	Vireo	2487406	Vireo olivaceus	2487430	LC
5789146	Geothlypis tolmiei (J.K.Townsend, 1839)	5789146	Geothlypis tolmiei (J.K.Townsend, 1839)	13	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Parulidae	5263	Geothlypis	2489637	Geothlypis tolmiei	5789146	LC
2474639	Porzana carolina (Linnaeus, 1758)	2474639	Porzana carolina (Linnaeus, 1758)	4537	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Gruiformes	1493	Rallidae	9342	Porzana	2474604	Porzana carolina	2474639	LC
2495414	Columba livia J.F.Gmelin, 1789	2495414	Columba livia J.F.Gmelin, 1789	311224	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Columbiformes	1446	Columbidae	5233	Columba	2495404	Columba livia	2495414	LC
5228136	Porphyrio martinica (Linnaeus, 1766)	5228136	Porphyrio martinica (Linnaeus, 1766)	264	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Gruiformes	1493	Rallidae	9342	Porphyrio	3242186	Porphyrio martinica	5228136	LC
2492192	Melospiza lincolnii (Audubon, 1834)	2492192	Melospiza lincolnii (Audubon, 1834)	12723	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Emberizidae	9608	Melospiza	2492191	Melospiza lincolnii	2492192	LC
2497295	Asio flammeus (Pontoppidan, 1763)	2497295	Asio flammeus (Pontoppidan, 1763)	6072	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Strigiformes	1450	Strigidae	9348	Asio	8373955	Asio flammeus	2497295	LC
2481684	Limosa fedoa (Linnaeus, 1758)	2481684	Limosa fedoa (Linnaeus, 1758)	1785	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Scolopacidae	5282	Limosa	2481679	Limosa fedoa	2481684	LC
2482059	Podiceps auritus (Linnaeus, 1758)	2482059	Podiceps auritus (Linnaeus, 1758)	37802	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Podicipediformes	7191588	Podicipedidae	9338	Podiceps	2482049	Podiceps auritus	2482059	VU
2487441	Vireo bellii Audubon, 1844	2487441	Vireo bellii Audubon, 1844	6	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Vireonidae	9358	Vireo	2487406	Vireo bellii	2487441	LC
5232446	Branta bernicla (Linnaeus, 1758)	5232446	Branta bernicla (Linnaeus, 1758)	68302	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Branta	2498190	Branta bernicla	5232446	LC
2481749	Calidris minuta (Leisler, 1812)	2481749	Calidris minuta (Leisler, 1812)	10	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Scolopacidae	5282	Calidris	2481739	Calidris minuta	2481749	LC
5229935	Icterus spurius (Linnaeus, 1766)	5229935	Icterus spurius (Linnaeus, 1766)	19390	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Icteridae	6176	Icterus	2484282	Icterus spurius	5229935	LC
2480985	Caracara cheriway (Jacquin, 1784)	2480985	Caracara cheriway (Jacquin, 1784)	115	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Falconiformes	7191407	Falconidae	5240	Caracara	2480984	Caracara cheriway	2480985	LC
5231190	Passer domesticus (Linnaeus, 1758)	5231190	Passer domesticus (Linnaeus, 1758)	490270	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Passeridae	5264	Passer	2492321	Passer domesticus	5231190	LC
2487453	Vireo flavifrons Vieillot, 1808	2487453	Vireo flavifrons Vieillot, 1808	33829	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Vireonidae	9358	Vireo	2487406	Vireo flavifrons	2487453	LC
2489129	Progne subis (Linnaeus, 1758)	2489129	Progne subis (Linnaeus, 1758)	31294	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Hirundinidae	5248	Progne	2489127	Progne subis	2489129	LC
2498024	Anser brachyrhynchus Baillon, 1834	2498024	Anser brachyrhynchus Baillon, 1834	961	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Anser	2498016	Anser brachyrhynchus	2498024	LC
2480894	Egretta caerulea (Linnaeus, 1758)	2480894	Egretta caerulea (Linnaeus, 1758)	8626	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Pelecaniformes	7190953	Ardeidae	3685	Egretta	2480872	Egretta caerulea	2480894	LC
2488484	Piranga ludoviciana (A.Wilson, 1811)	2488484	Piranga ludoviciana (A.Wilson, 1811)	718	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Cardinalidae	9285	Piranga	2488483	Piranga ludoviciana	2488484	LC
2490821	Catharus ustulatus (Nuttall, 1840)	2490821	Catharus ustulatus (Nuttall, 1840)	36940	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Turdidae	5290	Catharus	2490799	Catharus ustulatus	2490821	LC
2481672	Limnodromus griseus (Gmelin, 1789)	2481672	Limnodromus griseus (Gmelin, 1789)	18947	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Scolopacidae	5282	Limnodromus	2481669	Limnodromus griseus	2481672	LC
2482033	Aechmophorus occidentalis (Lawrence, 1858)	2482033	Aechmophorus occidentalis (Lawrence, 1858)	456	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Podicipediformes	7191588	Podicipedidae	9338	Aechmophorus	2482031	Aechmophorus occidentalis	2482033	LC
9362027	Mareca strepera (Linnaeus, 1758)	2498151	Anas strepera Linnaeus, 1758	76072	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Anas	2498056	Anas strepera	2498151	LC
2484904	Sitta pusilla Latham, 1790	2484904	Sitta pusilla Latham, 1790	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Sittidae	5283	Sitta	2484878	Sitta pusilla	2484904	LC
2480562	Buteo swainsoni Bonaparte, 1838	2480562	Buteo swainsoni Bonaparte, 1838	147	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Accipitriformes	7191147	Accipitridae	2877	Buteo	2480517	Buteo swainsoni	2480562	LC
2498265	Aythya marila (Linnaeus, 1761)	2498265	Aythya marila (Linnaeus, 1761)	43306	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Aythya	2498254	Aythya marila	2498265	LC
5228824	Dryocopus pileatus (Linnaeus, 1758)	5228824	Dryocopus pileatus (Linnaeus, 1758)	122107	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Piciformes	724	Picidae	9333	Dryocopus	2477865	Dryocopus pileatus	5228824	LC
2481240	Thalasseus sandvicensis (Latham, 1787)	2481240	Thalasseus sandvicensis (Latham, 1787)	168	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Laridae	9316	Thalasseus	9109074	Thalasseus sandvicensis	2481240	LC
2498305	Oxyura jamaicensis (Gmelin, 1789)	2498305	Oxyura jamaicensis (Gmelin, 1789)	59561	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Oxyura	2498299	Oxyura jamaicensis	2498305	LC
2480461	Elanoides forficatus (Linnaeus, 1758)	2480461	Elanoides forficatus (Linnaeus, 1758)	22	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Accipitriformes	7191147	Accipitridae	2877	Elanoides	2480460	Elanoides forficatus	2480461	LC
2481618	Stercorarius skua (Brunnich, 1764)	2481618	Stercorarius skua (Brunnich, 1764)	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Stercorariidae	9347	Stercorarius	2481608	Stercorarius skua	2481618	LC
2492235	Melospiza georgiana (Latham, 1790)	2492235	Melospiza georgiana (Latham, 1790)	129072	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Emberizidae	9608	Melospiza	2492191	Melospiza georgiana	2492235	LC
6093202	Setophaga castanea (A.Wilson, 1810)	6093202	Setophaga castanea (A.Wilson, 1810)	15736	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Parulidae	5263	Setophaga	2489984	Setophaga castanea	6093202	LC
2481756	Calidris fuscicollis (Vieillot, 1819)	2481756	Calidris fuscicollis (Vieillot, 1819)	7941	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Scolopacidae	5282	Calidris	2481739	Calidris fuscicollis	2481756	LC
2491081	Ammospiza leconteii (Audubon, 1844)	2491080	Ammodramus leconteii (Audubon, 1844)	159	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Emberizidae	9608	Ammodramus	2491079	Ammodramus leconteii	2491080	LC
2497035	Chordeiles minor (J.R.Forster, 1771)	2497035	Chordeiles minor (J.R.Forster, 1771)	10263	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Caprimulgiformes	8510645	Caprimulgidae	5225	Chordeiles	2497027	Chordeiles minor	2497035	LC
2481937	Mycteria americana Linnaeus, 1758	2481937	Mycteria americana Linnaeus, 1758	36	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Ciconiiformes	839	Ciconiidae	9289	Mycteria	2481934	Mycteria americana	2481937	LC
2497306	Asio otus (Linnaeus, 1758)	2497306	Asio otus (Linnaeus, 1758)	1020	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Strigiformes	1450	Strigidae	9348	Asio	8373955	Asio otus	2497306	LC
2481792	Numenius arquata (Linnaeus, 1758)	2481792	Numenius arquata (Linnaeus, 1758)	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Scolopacidae	5282	Numenius	2481781	Numenius arquata	2481792	NT
2494973	Oreoscoptes montanus (J.K.Townsend, 1837)	2494973	Oreoscoptes montanus (J.K.Townsend, 1837)	92	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Mimidae	9321	Oreoscoptes	2494972	Oreoscoptes montanus	2494973	LC
2491123	Ammodramus savannarum (J.F.Gmelin, 1789)	2491123	Ammodramus savannarum (J.F.Gmelin, 1789)	6151	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Emberizidae	9608	Ammodramus	2491079	Ammodramus savannarum	2491123	LC
7341789	Setophaga discolor (Vieillot, 1809)	7341789	Setophaga discolor (Vieillot, 1809)	25094	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Parulidae	5263	Setophaga	2489984	Setophaga discolor	7341789	LC
2483647	Pyrocephalus rubinus (Boddaert, 1783)	2483647	Pyrocephalus rubinus (Boddaert, 1783)	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Tyrannidae	5291	Pyrocephalus	2483646	Pyrocephalus rubinus	2483647	LC
7690702	Lanius borealis Vieillot, 1808	7690702	Lanius borealis Vieillot, 1808	6502	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Laniidae	9315	Lanius	2483315	Lanius borealis	7690702	LC
2480367	Elanus leucurus (Vieillot, 1818)	2480367	Elanus leucurus (Vieillot, 1818)	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Accipitriformes	7191147	Accipitridae	2877	Elanus	2480366	Elanus leucurus	2480367	LC
2495347	Zenaida macroura (Linnaeus, 1758)	2495347	Zenaida macroura (Linnaeus, 1758)	698114	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Columbiformes	1446	Columbidae	5233	Zenaida	2495346	Zenaida macroura	2495347	LC
2478605	Sphyrapicus varius (Linnaeus, 1766)	2478605	Sphyrapicus varius (Linnaeus, 1766)	102096	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Piciformes	724	Picidae	9333	Sphyrapicus	2478596	Sphyrapicus varius	2478605	LC
2483607	Sayornis saya (Bonaparte, 1825)	2483607	Sayornis saya (Bonaparte, 1825)	186	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Tyrannidae	5291	Sayornis	2483605	Sayornis saya	2483607	LC
2490303	Motacilla tschutschensis Gmelin, 1789	2490303	Motacilla tschutschensis Gmelin, 1789	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Motacillidae	5257	Motacilla	2490295	Motacilla tschutschensis	2490303	LC
9375033	Plegadis chihi (Vieillot, 1817)	9375033	Plegadis chihi (Vieillot, 1817)	454	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Pelecaniformes	7190953	Threskiornithidae	5288	Plegadis	8171676	Plegadis chihi	9375033	LC
2480295	Charadrius semipalmatus Bonaparte, 1825	2480295	Charadrius semipalmatus Bonaparte, 1825	38681	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Charadriidae	2480210	Charadrius	2480277	Charadrius semipalmatus	2480295	LC
2480719	Ictinia mississippiensis (A.Wilson, 1811)	2480719	Ictinia mississippiensis (A.Wilson, 1811)	453	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Accipitriformes	7191147	Accipitridae	2877	Ictinia	2480718	Ictinia mississippiensis	2480719	LC
2490363	Spiza americana (J.F.Gmelin, 1789)	2490363	Spiza americana (J.F.Gmelin, 1789)	2080	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Cardinalidae	9285	Spiza	2490362	Spiza americana	2490363	LC
2481521	Calonectris diomedea (Scopoli, 1769)	2481521	Calonectris diomedea (Scopoli, 1769)	891	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Procellariiformes	7192755	Procellariidae	9339	Calonectris	2481517	Calonectris diomedea	2481521	LC
2482791	Empidonax minimus (W.M.Baird & S.F.Baird, 1843)	2482791	Empidonax minimus (W.M.Baird & S.F.Baird, 1843)	39017	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Tyrannidae	5291	Empidonax	2482766	Empidonax minimus	2482791	LC
2484605	Bombycilla garrulus (Linnaeus, 1758)	2484605	Bombycilla garrulus (Linnaeus, 1758)	1407	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Bombycillidae	5215	Bombycilla	2484604	Bombycilla garrulus	2484605	LC
5846430	Leucophaeus pipixcan (Wagler, 1831)	5846430	Leucophaeus pipixcan (Wagler, 1831)	510	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Laridae	9316	Leucophaeus	4352369	Leucophaeus pipixcan	5846430	
2481399	Thalassarche chlororhynchos (Gmelin, 1789)	2481399	Thalassarche chlororhynchos (Gmelin, 1789)	4	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Procellariiformes	7192755	Diomedeidae	5238	Thalassarche	2481398	Thalassarche chlororhynchos	2481399	EN
6093345	Setophaga americana (Linnaeus, 1758)	6093345	Setophaga americana (Linnaeus, 1758)	58278	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Parulidae	5263	Setophaga	2489984	Setophaga americana	6093345	LC
9740253	Accipiter striatus Vieillot, 1808	9740253	Accipiter striatus Vieillot, 1808	51422	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Accipitriformes	7191147	Accipitridae	2877	Accipiter	9405810	Accipiter striatus	9740253	LC
2480449	Haliaeetus albicilla (Linnaeus, 1758)	2480449	Haliaeetus albicilla (Linnaeus, 1758)	3	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Accipitriformes	7191147	Accipitridae	2877	Haliaeetus	2480444	Haliaeetus albicilla	2480449	LC
2484184	Euphagus carolinus (Statius Muller, 1776)	2484184	Euphagus carolinus (Statius Muller, 1776)	26478	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Icteridae	6176	Euphagus	2484182	Euphagus carolinus	2484184	VU
2498329	Bucephala albeola (Linnaeus, 1758)	2498329	Bucephala albeola (Linnaeus, 1758)	128438	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Bucephala	2498324	Bucephala albeola	2498329	LC
2487408	Vireo philadelphicus (Cassin, 1851)	2487408	Vireo philadelphicus (Cassin, 1851)	6034	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Vireonidae	9358	Vireo	2487406	Vireo philadelphicus	2487408	LC
2481721	Tringa flavipes (Gmelin, 1789)	2481721	Tringa flavipes (Gmelin, 1789)	40814	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Scolopacidae	5282	Tringa	2481709	Tringa flavipes	2481721	LC
2498250	Melanitta americana (Swainson, 1832)	6178415	Melanitta nigra americana (Swainson, 1832)	17273	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Melanitta	2498237	Melanitta nigra	2498247	NT
5229155	Pelecanus erythrorhynchos Gmelin, 1789	5229155	Pelecanus erythrorhynchos Gmelin, 1789	2370	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Pelecaniformes	7190953	Pelecanidae	9329	Pelecanus	10650925	Pelecanus erythrorhynchos	5229155	LC
6065824	Chroicocephalus ridibundus (Linnaeus, 1766)	6065824	Chroicocephalus ridibundus (Linnaeus, 1766)	1341	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Laridae	9316	Chroicocephalus	4848452	Chroicocephalus ridibundus	6065824	
